,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,y
1256,"2,47","4,78","-2,65","8,23","1,45","-0,2","-15,63","1,81","-4,32","-3,05","8,56","23,13","-0,39","8,7","15,27","-11,91","25,05","-1,41","7,35","14,8","3,81","15,7","15,57","-8,57","-7,14","3,27","3,56",-7,"6,35","-10,05","-15,69","-14,41","-4,36","12,55","1,39","-27,17","-0,28","-1,73","8,02","7,09","7,47","11,52","9,96","5,68","7,91","12,3","13,72","8,25","2,81","23,25","24,03","-29,79","-20,26","-0,49","-9,43","9,25","13,97","8,3","-1,4","19,05","21,58","-10,9","-10,23","35,39","-25,58","-3,16","4,29","25,97","9,18","18,38","38,16","59,28","17,06","-1,82","-0,47","-8,06","-18,29","20,12","-5,02","-50,51","18,83","3,79","-25,06","-42,93","20,21","-14,14","-59,93","17,93","1,4","-31,49","-2,6","-19,68","31,52","20,2","-53,3","-62,51","-38,83","24,49","-9,13","14,97","127,67","15,68","-54,93","9,77","36,43","34,8","59,82","24,87","-17,74","-5,13","-9,22","24,48","-50,58","2,57","5,55","-16,65","10,22","-18,97","-5,31","38,03","39,93","0,47","18,83","-31,06","24,38","75,93","-62,22","-19,66","-8,13","83,42","46,08","143,4","-107,35","-20,37","11,96","-1,2","9,48","31,18","16,92","20,46","0,68","86,28","-14,29","-3,69","-66,52","-39,22","250,49","2,55","-166,19","1,98","-31,3","45,71","-140,59","277,92","-0,8","-89,36","14,82","36,26","86,67","98,75","112,3","155,68","46,36","-4,64","-2,83","-22,58","109,79","-105,31","56,64","19,84","-69,7","-75,25","7,99","-113,64","-39,66","-41,08","-71,93","28,35","-64,01","20,98","120,21","-43,14","-5,55","-125,37","98,88","200,8","-89,99","23,22","124,59","66,51","153,08","90,87","30,94","-29,78","-55,62","84,71","-160,78","-84,61","57,19","-187,19","75,85"
1257,"0,38","9,22","-12,63","-1,6","-7,93","0,2","-21,3","-13,8","12,44","-3,01","16,49","11,35","-0,05","8,08","15,67","24,17","-5,36","-4,82","-23,44","14,92","9,4","22,03","2,79","-3,71","-8,52","5,36","5,26","-3,79","-16,09","-0,36","-12,02","22,55","2,48","14,61","5,67","16,85","-3,46","-2,33","6,67","6,07","11,43","-6,48","7,66","17,05","55,52","16,66","-1,74",36,22,"21,89","33,99","-45,38","32,17","-11,91","-19,63","-11,32","4,23","15,75","19,49","18,65","-38,88","19,54","-1,91","-45,83","-15,5","-38,5","22,27","27,77","28,64","7,39","58,55","8,93","-2,2","1,61","-9,52","-21,67","-85,5","15,84","20,26","-38,82","39,33","26,93","-5,13","-30,89","-11,32","-74,98","-58,14","9,34","-8,31","-21,66","-30,07","-17,91","12,66","-22,32","-98,39","-105,85","30,24","-47,8","-64,63","5,67","155,25","7,24","-31,39","14,45","56,79","-0,03","117,01","32,26","3,13","-31,41","22,9","11,16","-22,83","-22,44","39,66","-2,8","64,62","-27,99","-56,42","49,48","114,09","63,2","-20,34","13,54","89,37","61,38","-87,29","-87,03","6,16","-47,59","-22,14","119,17","31,58","-43,47","139,2","-11,5","83,21","122,5","10,81","-72,94","-42,81","-52,38","-21,9","-27,98","-19,54","7,01","268,29","52,55","-370,68","-31,61","-78,37","-19,4","-104,65","425,73","-141,58","65,37","-75,59","-86,98","122,27","105,37","130,54","31,53","17,97","8,33","36,03","29,1","197,23","-110,93","89,6","2,64","252,25","-67,43","13,95","-270,1","-56,49","-79,86","120,48","-123,72","106,2","52,05","186,24","37,3","-70,53","-197,33","-23,14","-73,31","-114,35","-70,58","358,62","8,6","240,98","216,28","85,75","-116,48","-122,62","63,53","-256,42","-232,98","408,91","-208,4","70,49"
1258,"-7,47","3,88","-1,89","14,18","-3,55","1,26","-2,07","-9,57","0,63",-10,"17,12","15,19","-8,26","12,8","14,66","-5,25","7,58","5,67","10,56","28,44","5,63","-1,41","23,71","5,03","-2,72","1,2","11,05","-10,68","9,09","-27,51","-15,04","-13,09","21,75","23,04","6,54","-34,02","9,5","2,02","30,14","-8,9","0,88","26,87","-0,35","7,41","-1,01","-0,21","2,2","5,92","-12,26","32,62","31,74","-17,62","-10,14","-7,09","-8,48","-4,47","-1,51","1,62","1,42","4,66","23,1","3,35","-14,66","13,95","-21,18","6,04","27,41","11,91","13,1","37,18","44,39","36,9","13,77","4,32","-12,03","-20,13","-60,58","27,79","16,97","-11,05","3,91","11,11","-23,42","-42,12","23,08","-54,89","-54,18","18,6","-49,43","-51,95","6,63","-25,54","8,98","38,56","-89,45","-92,13","-48,69","-24,06","-13,66","-8,92","142,15","-28,96","-144,37","-29,88","23,49","38,22","117,09","-11,23","-28,42","-47,55","32,21","58,67","-126,83","37,25","7,85","3,14","-23,38","-32,51","-24,36","39,13","100,98","-28,54","-12,39","-0,48","58,07","20,26","-81,66","-32,95","-47,1","49,85","6,03","129,89","-103,97","-73,54","85,9","-26,55","-17,14","-43,02","86,27","-76,74","-71,1","132,95","7,5","28,58","-24,31","-56,82","294,83","43,61","-323,79","43,02","-67,46","18,61","-113,21","384,28","-5,36","8,21","-9,42","28,72","96,17","135,09","104,7","219,67","12,81","-56,39","-12,88","-52,35","178,86","-96,73","14,69","47,09","-56,87","-111,39","29,19","-328,01","-41,7","68,28","-158,87","-23,3","-19,72","-25,17","196,02","-12,37","-3,78","-213,55","197,04","84,31","-160,9","177,98","131,15","-12,86","237,22","106,45","-32,3","-77,17","-19,64","136,33","-222,34","-158,47","22,1","-236,62","14,5"
1259,"2,94","1,32","5,1","7,4","-4,96","-13,82","-10,02","0,09","11,69","-0,57","18,17","6,03","-7,09","10,7","8,17","24,77","6,44","5,97","2,33","18,56","-7,57","-1,99","23,55","-4,9","-1,1","3,67","5,85","-5,93","0,87","-6,29","-9,13","17,54","6,09","33,07","-0,74","-9,58","-7,88","8,43","-5,49","6,4","-10,93","7,38","15,63","3,74","-2,22","3,52","-4,47","8,03","-1,83","3,21","18,22","-9,77","3,79","-15,37","21,45","28,03","47,14","21,52","12,23","-9,09","-5,57","-2,46","-5,81","8,15","-10,48","-30,59","6,45","36,9","12,74","19,74","0,41","17,65","4,99","-11,21","-14,8","-3,27","37,49","39,66","0,85","4,01","-2,06","32,08","-12,36","-77,77","5,27","55,21","-52,29","41,79","-23,26","-72,71","-8,02","-8,22","0,98","-1,27","9,79","-73,71","-12,92","14,9","-66,91","-10,95","75,5","-24,47","-134,25","-0,42","79,03","2,48","55,24","12,46","-36,58","-22,35","60,32","54,54","-76,14","-1,88","25,02","6,82","5,34","-25,2","-46,5","27,77","29,74","-25,83","-38,39","-14,77","-10,22","12,44","4,84","-134,24","-92,3","23,62","6,1","97,62","-89,78","-70,59","222,89","-13,42","10,01",-46,"62,71","123,47","-69,11","69,41","11,09","22,31","-165,23","-3,39","377,67","0,13","-136,2","0,61","-133,88","20,81","-204,73","149,41","-112,39","4,05","49,18","-4,24","149,73","108,9","34,97","221,14","5,64","-68,54","60,34","32,94","96,84","-246,07","-3,18","19,35","-82,38","-12,77","19,89","159,18","59,9","-103,76","37,14","25,52","-32,02","-62,84","347,82","-28,38","-133,85","-289,8","67,95","38,69","-240,12","-10,8","590,04","-17,81","188,23","287,33","-50,47","107,39","-147,42","203,14","-128,15","-432,11","-13,61","-69,9","51,6"
1260,"1,05","9,08","-6,14","3,63","2,26","-3,73","-5,45","-10,65","8,6","-14,16","19,02","16,85","-0,11","17,5","17,84","13,54","2,98","-2,01","-0,39","33,1","5,26","13,22","13,34","-10,74","4,7","-2,65","11,45","-3,04","9,2","-2,78","6,17","19,58","16,06","23,99","26,06","-33,68","4,1","-2,62","16,28","-22,33","31,03","16,17","7,92","-0,19","28,17","-15,91","-25,42","14,1","16,05","12,77","17,03","-25,81","16,1","21,99","-18,89","-11,32","-8,42","-13,58","21,39","10,79","10,06","39,91","-4,41","-26,3","-4,2","-21,01","54,73","9,68","0,23","23,12","34,17","54,45","-3,83","15,61","19,13","-11,43","-31,23","47,2","34,8","-46,21","27,7","12,16","-18,27","-57,68","33,67","-23,32","4,79","-14,59","-56,3","-92,14","-14,76","-17,65","39,83","-5,36","-22,44","15,7","-52,79","-108,45","12,46","-50,03","36,44","-4,99","-137,02","-36,04","27,41","46,84","-20,67","-50,02","-57,75","-102,05","-50,51","52,46","-105,21","89,87","48,81","47,05","-4,95","-37,18","-18,77","60,54","11,22","-22,38","-41,49","52,86","13,13","22,82","-23,2","-96,6","48,59","65,18","-1,98","22,44","23,2","-149,97","229,73","9,31","44,86","139,41","119,48",-62,"-135,41","61,61","-39,83","-30,45","67,38","-31,11","-119,14","96,52","-2,13","52,49","-107,99","-25,23","85,26","69,77","-147,99","37,23","1,35","78,81","-33,73","7,26","20,14","194,61","-10,54","-144,96","52,12","-78,85","-8,7","-168,1","41,82","-4,68","155,63","-31,03","51,03","-180,08","-74,76","22,83","-93,74","68,32","68,1","224,85","393,75","25,69","-112,23","108,42","154,04","-16,99","-258,74","59,71","571,36","9,39","-4,79","273,62","92,91","-25,35","-158,62","172,23","21,35","-404,43","140,75","-91,97","82,01"
1261,"-5,68","-15,79","-0,05",9,"-14,81",6,"-5,37","-5,64","-6,21","-22,44","20,91","9,09","-7,71","8,88",16,"3,14","1,51","11,99","-11,33","27,32","18,22","-5,1","14,53","19,93","-3,4","3,15","3,65","-7,91","-14,56","-7,65","-14,94","2,02","9,02","22,78","11,05","-9,45","8,69","-7,19","67,58","9,55","9,97","7,71","-13,38","1,32","36,46","2,18","0,98","24,11","7,55","50,29","31,09","-12,14","19,2","-20,72","-40,62","-51,64","-44,08","-1,98","16,24","17,4","-22,18","11,17","-15,84","-2,89","-20,1","-12,94","12,13","30,55","-3,68","23,63","108,77","12,18","8,94","11,8","-27,97","-23,66","-153,91","34,91","16,06","-25,47","20,86","11,84","-18,79","-56,95","24,93","-143,18","-73,48","25,78","-22,21","-64,35","-8,07","-20,87","12,89","21,99","-138,4","-63,1","15,77","-12,79","-8,48","-17,15","221,71","-29,38","-101,92","-3,03","51,29","7,7","144,65","32,68","-28,07","-48,03","-40,15","45,44","-83,13","-1,09","26,74","16,18","27,49","-17,77","-19,71","72,16","143,68","21,26","-12,66","-3,63","99,1","5,62","-153,76","-69,16","-6,88","9,28","1,18","86,91","-60,77","-103,81","125,39","-4,33","45,95","45,14","70,08","-230,62","-75,34","59,43","-8,9","19,32","72,74","-9,77","130,71","53,95","-454,73","-6,02","-59,62","-2,41","10,58","518,59","-90,92","44,76","-25,9","-52,72","87,28","99,76","133,66","176,41","8,82","-54,69","22,67","4,58","224,18","-125,48","16,28","58,43","64,14","-158,57","11,28","-657,89","-138,05","-13,08","-93,97","-33,98","51,5","12,79","246,51","-1,67","-62,08","-95,84","149,3","51,39","-174,65","68,54","393,56","40,46","213,83","244,43","19,74","-247,92","-139,84","141,44","-250,91","-279,37","258,67","-308,18","-0,5"
1262,"2,55","2,01","1,58","7,55","-15,43","-6,61","2,8","-3,24","10,03","-9,6","14,06","7,36","-8,42","5,8","24,59","6,56","9,06","13,75","12,78","21,21","8,84","15,34","15,73","3,33","-8,65","-2,36","9,92","-15,51","-5,87","-10,44","-17,27","6,77","-0,93","27,06","16,91","-35,05","-2,29","3,4","10,96","1,1","14,4","8,05","-1,73","0,57","10,7","-7,29","5,44","8,26","-1,54","26,69","9,47","-22,2","0,25","-0,29","-8,97","8,57","-5,4","5,41","9,96","1,07","-2,86","17,5","-24,06","38,16","-20,35","-22,08","22,24","39,57","15,11","21,92","45,87","34,56","8,87","1,91","-3,33","-36,74","-32,2","20,67","35,26","-13,88","7,53","10,25","-18,26","-49,34","18,71","-31,71","-59,59","13,84","-18,65","-50,91","-34,51","-19,88","22,7","-6,27","-63,99","-55,54","-24,02","-20,76","-33,3","-4,23","88,14","-30,32","-62,65","-27,82","47,91","40,61","52,54","2,02","-15,19","-66,2","13,25","10,58","-66,36","10,73","57,57","-11,19","19,05","-52,07","-43,48","94,8","49,2","-29,99","-10,46","-19,76","10,64","20,68","-4,75","-65,76","-26,7","72,01","17,72","84,69","-46,05","-58,06","118,63","-0,43","15,7","20,85","59,66","2,63","-34,24","40,17","-16,08","17,99","-19,9","-57,43","225,03","75,64","-207,29","25,05","-85,77","30,4","-103,3","263,31","-85,47","52,86","11,84","-9,26","101,41","99,7","78,62","157,97","-6,69","-32,47","19,95","-57,35","100,74","-146,31","-0,04","96,62","-87,51","-143,69","35,14","-274,6","-57,2","-61,63","7,48","30,62","-5,88","-32,88","257,12","-42,76","-56,4","-137,92","76,98","192,62","-163,82","0,2","359,67","-13,43","162,32","187,42","-58,25","-23,72","-115,59","87,91","-183,88","-223,96","159,55","-192,41","26,32"
1263,"8,28","-1,77","7,15","8,24","-11,17","-4,9","-1,39","-0,98","-1,31","-4,35","17,93","12,66","-17,65","22,34","14,86","11,55","37,07","8,44","13,18","29,4","10,29","-2,42","16,39","-0,91","-13,71","4,78","0,44","-10,4","4,97","-11,19","-25,54","7,48","8,96","4,88","1,19","-64,43","14,88","4,91","33,19","6,1","-19,53","12,87","-3,02","-0,23","-25,28","6,15","2,34","-8,83","-45,32","26,66","22,98","-14,43","-36,02","-15,01","-8,12","-27,97","-26,25","19,19","-8,64","-4,94","19,24","-30,74","-8,22","87,81","-30,75","-21,78","6,63","32,54","1,41","26,06","56,29","48,12","28,33","5,42","-21,54","-24,08","-71,63","29,07","8,87","-21,41","-7,46","16,32","-15,36","-55,5","1,23","-75,25","-36,2","13,44","2,62","-42,28","-12,55","-33,78","17,69","22,34","-73,13","-76,18","-43,78","97,66","-53,08","12,83","101,73","-47,78","-85,06","-13,33","75,55","26,95","83,92","64,04","-13,08","-1,66","4,49","34,56","-55,63","-21,54","11,67","-22,96","-30,27","-8,56","-60,58","86,81","83,25","-50,5","-5,47","-83,01","67,6","-7,21","-57,32","-45,85","-32,33","125,22","35,38","76,86","-52,91","-38,77","96,7","-1,1","-74,3","-190,38","30,38",-113,"-47,52","47,22","15,76","26,53","34,98","-119,78","141,52","-3,57","-287,04","52,18","-57,46","66,9","-11,11","321,91","-76,16","-79,66","11,03","-45,29","43,62","94,57","57,06","115,51","70,74","12,72","4,39","78,93","132,57","-110,66","-107,54","136,08","-340,69","-43,31","-2,09","-380,29","-56,92","-72,57","-38,73","23,77","-64,16","-161,73","153,08","-179,25","-66,33","-157,37","73,81","346,66","-135,85","61,09","250,64","118,41","192,06","232,39","-94,01","-86,55",-105,"105,26","-114,12","-224,16","-73,79","-194,64","-57,3"
1264,"11,26","3,11","-8,58","1,84","6,56","-0,98","-9,91","-4,31","-0,33","-2,29","12,49","14,02","-12,73","7,97","7,51","2,77","2,62",0,"-12,76","31,48","4,49","-3,11","31,72","8,48","3,46","11,1","-3,97","-19,06","-12,21","-8,7","-17,79","-12,67","20,08","17,45","-1,28","8,93","-4,29","-7,77","21,17","5,24","13,87","13,59","-3,33","-3,81","18,49","-3,12","-2,31","26,91","19,7","30,6","21,87","-10,68","19,32","4,46","-5,66","1,33","3,38","17,21","16,76","-16,95","-24,65","29,24","-27,04","-42,68","3,87","-6,93","31,3","36,16","9,14","38,22","56,99","21,47","-13,9","-13,55","-30,54","4,71","-41,04","34,19","-1,7","-33,71","42,31","15,71","-15,48","-82,91","21,81","-45,42","-80,76","33,34","-16,33","-49,24","-0,01","-10,63","-12,31","36,51","-51,42","-96,69","6,83","-79,62","-51,31","8,43","149,6","20,59","-143,92","-9,09","73,16","23,01","114,67","-6,28","-16,72","20,98","44,44","54,32","-110,41","0,97","16,32","-5,5","21,9","-20,42","-56,39","-10,26","83,06",50,"-5,59","31,12","40,47","21,07","-55,86","-67,17","-61,76","-25,15","-21,3","80,31","-126,46","-82,14","118,28","12,74","71,32","116,5","72,31","2,44","-66,04","99,25","-17,65","-47,02","-65,77","10,55",343,"22,57","-372,74","-9,7","-61,77","-24,2","-164,86","396,45","-62,98","-25,31","0,93","14,86","183,49","129,12","93,84",242,"-1,6","-30,78","-3,1",41,"201,08","-156,14","137,91","-85,65","159,67","-60,8","7,99","-237,21","-29,31","-40,65","-85,16","-19,42","9,02","49,39","249,31","35,07","-48,95","-306,98","165,91","-35,08","-197,47","114,6","322,81","-57,66","267,45","255,87","60,7","-22,54","-98,29","169,33","-211,68","-275,92","158,64","-169,95","74,51"
1265,"5,64","-13,12","-11,43","14,67","-2,44","-8,24","-3,19","-0,71","9,98","-5,19","17,57","8,76","-17,87","2,23","15,22","14,85","8,73","3,94","1,86","10,8","10,32","-7,53","6,21","11,32","-5,92","10,17","8,19","-13,56","0,35","-20,49","-18,11","16,41","8,15","22,94","2,94","-19,27","1,27","-5,79","45,59","-3,13","0,1","19,83","-3,62","-7,67","-7,16","1,09","-15,17","10,05","-8,45","43,55","23,69","-10,72","-6,79","-3,85","-8,19","-23,02","-2,69","-5,99","-3,03","21,48","6,25","3,92","-10,32","2,91","-9,95","-10,68","18,14","-19,11","1,26","32,11","73,45","19,12","7,33","-11,64","-27,69","-10,11","-63,51","28,34","4,52","-26,06","14,48","1,62","7,04","-19,69","28,1","-69,18","-99,85","46,5","-53,49","-61,34","21,16","-21,98","-2,16","-2,04","-109,56","-106,68","-16,89","-10,54","6,69","-53,18","232,37","-7,78","-125,2","-5,33","36,46","21,83","167,03","8,65",-33,"8,8","-5,08","59,37","-96,59","1,4","32,81","44,76",-9,"-30,4","-10,54","13,49","125,63","10,27","-59,64","-13,11","79,67","85,19","-140,16","-95,7","-61,57","7,21","5,51","203,71","9,26","-105,72","209,45","20,76","-4,34","-20,68","86,26","-85,09","-102,85","15,15","2,53","4,91","-113,99","-40,92","420,29","19,79","-411,83","12,17","-91,74","6,23","-169,52","552,36","-88,66","-19,42","-35,96","5,63","145,68","152,63","158,53","119,54","33,81","-101,52","60,12","-39,69","238,19","-105,89","58,32","21,2","-4,1","-81,78","46,55","-333,55","-57,99","13,32","-14,62","3,15","-2,5","-44,51","286,97","-11,1","-117,54","-278,72","55,84","83,53","-189,02","17,66","439,83","0,17","323,31","192,19","-4,28","-161,56","-98,59","140,85","-257,22","-317,89","68,34","-293,73","19,76"
1266,"-5,66","2,29","1,1","-4,91","4,61","-16,15","-13,73","19,33","-9,46","-17,73","1,43","2,93","6,16","15,85","15,52","2,05","10,39","1,17","-5,14","18,61","7,37","34,05","32,52","-16,63","-6,85","-10,8","1,47","9,59","4,87","1,45","-20,41","-17,5","-6,59","22,86","-9,79","7,35","4,92","1,79","5,11","6,33","3,05","20,04","11,02","-9,92","4,46","-9,42","22,74","17,33","23,13","13,75","-9,96","-11,34","1,01","-2,49","-23,86","-1,66","-18,88","34,18","17,17","8,67","-11,79","8,51","4,6","-5,34","-14,73","-9,16","26,3","54,35","-22,49","18,96","8,3","32,32","-8,29","20,89","33,09","-0,16","31,33","25,36","12,52","5,17","14,39","9,7","-27,84","-79,22","7,87","60,13","33,67","-11,56","29,62","-32,51","-4,59","-8,28","16,7","41,38","61,24","120,44","-18,57","-42,64","-65,01","44,81","-74,62","-7,91","-90,87","-10,37","97,35","37,82","-119,92","-1,42","-14,44","-23,56","-115,15","28,62","-31,79","17,89","-6,18","-71,23","6,72","-13,28","-67,87","16,31","-111,73","24,21","30,14","46,5","-72,47","-9,94","47,1","0,42","80,76","-9,49","-4,44","-49,73","-210,4","73,57","28,08","20,86","31,58","63,47","4,81","-12,65","42,51",161,"-0,42","-1,3","62,5","16,8","-392,56","13,04","397,26","-4,49","-70,01","-31,83","220,53","-313,63","42,92","-52,68","14,73","59,49","-141,17","-107,6","-83,27","224,36","24,41","47,87","-17,44","90,26","-217,48","-196,56","35,63","-24,45","4,96","-11,1","-10,92","72,26","-42,74","-199,49","-20,25",285,"-55,75","82,29","106,51","-5,19","-42,58","372,71","73,17","24,12","-162,23","85,59","170,74","43,14","-262,64","175,18","54,14","47,72","-60,41","115,72","249,81","-192,06","26,74","36,35","54,06"
1267,"-0,05","-7,18","13,24","8,23","-7,19","-6,32","6,86","-8,18","-1,92","-12,88","16,31","13,6","-16,2","-1,5","21,86","4,29","23,38","-4,99","8,56","26,62","-4,56","5,08","15,92","3,71","0,11","-6,79","6,5","-10,42","-10,45","-8,13","-28,52","11,26","12,07","18,37","-7,78","-9,6","4,07","-1,93","30,82","13,96","-2,76","12,02","-4,68","-9,43","-12,19","-10,34","-14,11","3,27","-4,32","33,03","25,32","-15,84","7,45","-9,56","0,16","4,96","-7,87","-17,52","16,16","-17,79","-13,58","12,95","-29,98","33,83","-15,58","-13,18","-16,8","6,01","1,31","26,01",61,"8,82","17,82","-0,77","-19,87","-13,01","-46,26","55,11","14,91","2,04","-20,94","-1,1","-20,94","-56,49","40,53","-29,29","-79,76","38,69","-45,3","-87,34","1,99","-0,57","14,64","8,22","-62,03","-73,71","-22,26","42,62","32,66","-41,51","122,91","-34,88","-131,89","-20,84","21,91","9,63","83,33","41,55","-52,44","-1,58","3,39","52,65","-91,21","2,66","22,47","31,59","-8,35","-15,86","2,81","48,57","68,43","-18,03","-31,98","-32,48","22,62","2,81","-55,09","-56,29","-63,88","62,45","6,23","122,79","7,05","-141,49",169,"-4,9","2,04","-71,86","103,8","-25,31","-124,36","102,41","18,86","-2,18","-28,21","-28,19","275,87","17,73","-248,56","36,69","-79,47","26,58","-110,95","336,48","-91,68","-42,35","64,47","-12,01","89,7","141,24","85,4","182,98","18,41","-138,72","40,24","-79,79","120,29","-132,86","-45,11","13,21","-146,04","-126,98","55,37","-345,24","-63,06","36,14","-169,52","104,97","-48,26","-23,88","332,76","-48,5","-94,71","-195,79","174,18","171,77","-232,68","69,1","455,76","-11,59","207,51","228,15","-40,58","-13,53","-136,57","171,55","-155,6","-319,6","-136,12","-256,61","-13,85"
1268,"-6,76","-2,88","-4,97","7,19","-2,44","-5,55","-6,79","-12,23","-0,02","-17,09","15,16","9,28","-3,07","14,26","15,93","8,03","5,63","21,06","-0,99","30,42","11,76","15,96","19,53","-9,55","-9,08","11,4","4,71","-9,74","-3,47","-7,74","-19,23","0,8","7,36","27,32","0,68","-11,57","4,73","-0,3","23,12","4,44","10,71","13,21","-9,69","-2,24","15,75","-3,75","1,01","16,95","5,89","34,3","23,61","-12,65","-17,11","-9,42","-24,3","-3,85","7,2","-8,81","11,46","6,64","-16,72","-6,33","-8,26","7,07","-15,37","-23,22","29,53","33,44","6,54","13,53","44,08","41,74","4,63","8,45","-9,51","-20,88","-31,99","34,4","12,86","-25,79","17,88","19,61","-21,5","-52,62","16,34","-18,35","-40,08","3,62","-29,24","-69,7","-27,02","-21,72","21,37","-1,48","-42,21","-41,72","-20,27","-23,96","-3,01","-11,96","105,81","1,81","-68,97","-21,01","29,39","39,86","64,16","25,18","-40,41","2,63","-3,76","25,51","-64,79","-32,95","31,29","14,21","13,46","-16,29","-14,37","65,8","42,31","38,19","-11,65","15,51","18,56","28,81","-34,67","-68,99","-14,04","69,06","-12,13","63,63","-25,01","-82,12","130,72","6,46","32,47","43,88","64,06","-34,33","-59,36","88,46","-4,41","-31,08","-42,91","-58,91","146,96","20,57","-168,64","-1,02","-86,21","29,31","-36,29","249,92","-106,61","-34,24","-3,56","-12,38","69,51","76,42","51,28","162,99","1,63","-83,43","30,61","-57,82","97,84","-165,17","35,38","-36,34","-20,46","-61,92","41,01","-185,92","-30,51","-24,23","-95,29","39,97","-56,91","-51,12","273,06","-88,45","-88,4","-110,86","153,97","165,35","-190,87","36,27","413,95","33,45","128,1","199,94","19,49","-79,63","-121,31","136,95","-132,44","-283,49","200,9","-147,97","32,49"
1269,"-6,09","-5,67","2,08","19,79","-4,19","-2,02","0,83","-6,47","1,63","-7,91","9,97","17,55","-7,06","-4,66","11,01","7,21","1,39","-4,02","0,17","31,36","6,67","15,51","16,06","-6,3","1,53","-7,17","12,71","-16,14","-9,27","-10,73","-21,75","-5,97","8,23","29,46","13,85","-6,03","3,89","13,64","11,03","-3,68","8,91","16,92","-2,77","13,97","15,31","1,1","2,08","13,82","-2,42","17,22","10,63","-16,46","29,1","-1,72",5,"13,43","2,06","11,79","14,46","-17,68","-13,56","40,39","3,96","-18,14","-10,74","-8,7","-0,71","39,61","9,12","26,06","1,74","-5,59","-3,57","8,88","-4,33","-4,42","-0,59","25,57","12,58","-6,61","9,25","28,03","-20,33","-63,72","3,87","24,8","-11,57","0,12","-19,54","-43,33","-11,24","-3,48","-11,87","22,1","1,98","-40,05","-3,05","-57,17","-53,93","14,08","33,97","-29,54","-101,64","-23,94","65,39","11,39","29,14","-27,81","-11,31","-67,34","30,58","34,55","-88,37","52,45","18,31","-7,5","-7,3","-40,02","-56,66","-3,14",15,"-28,58","-2,67","1,76","11,03","11,87","12,34","-66,38","-31,66","-16,69","2,24","58,35","-115,01","-48,72","113,78","-12,37","29,22",27,"50,85","2,42","-36,99","82,19","-4,87","28,44","-38,33","24,98","124,34","54,06","-83,56","32,25","-92,13","-24,04","-32,67","132,92","-56,73","39,18","21,78","22,31","32,26","61,2","9,87","215,02","-26,36","-13,32","14,6","-4,38","51,93","-171,45","47,4","33,52","69,28","-1,9","18,79","-63,9","22,15","-52,5","-3,08","69,47","42,26","81,64","221,61","108,91","-54,11","-130,85","126,92","-53,43","-184,78","66,96","305,09","-62,83","125,66","179,65","-7,83","28,87","-62,91","129,54","-62,83","-249,86","10,01","-80,35","59,7"
