"","GeoName","2024"
"3862","Great Lakes",48373.9
"3863","Great Lakes",4895.1
"3864","Great Lakes",580173.9
"3865","Great Lakes",623346.6
"3866","Great Lakes",278138.2
"3867","Great Lakes",222585.7
"3868","Great Lakes",122850.7
"3869","Great Lakes",99735
"3870","Great Lakes",122622.7
"3871","Great Lakes",103367.7
"3872","Great Lakes",19255.1
"3873","Great Lakes",40947
"3874","Great Lakes",13302
"3875","Great Lakes",1016
"3876","Great Lakes",103
"3877","Great Lakes",12184
"3878","Great Lakes",13090
"3879","Great Lakes",5841
"3880","Great Lakes",4674
"3881","Great Lakes",2575
"3882","Great Lakes",2191940
"3883","Great Lakes",1604547.7
"3884","Great Lakes",358005.1
"3885","Great Lakes",243879.4
"3886","Great Lakes",114125.7
"3887","Great Lakes",229387.2
"3888","Great Lakes",9542.1
"3889","Great Lakes",219845.1
"3890","Great Lakes",29713505
"3891","Great Lakes",23059458
"3892","Great Lakes",6654047
"3893","Great Lakes",73769
"3894","Great Lakes",69583
"3895","Plains",919548
"3896","Plains",284918.7
"3897","Plains",16793.2
"3898","Plains",2271.2
"3899","Plains",265854.4
"3900","Plains",318978.9
"3901","Plains",146055.9
"3902","Plains",112776.2
"3903","Plains",63156.2
"3904","Plains",49620
"3905","Plains",60146.9
"3906","Plains",47263.3
"3907","Plains",12883.6
"3908","Plains",41841
"3909","Plains",12964
"3910","Plains",764
"3911","Plains",103
"3912","Plains",12097
"3913","Plains",14514
"3914","Plains",6646
"3915","Plains",5131
"3916","Plains",2737
"3917","Plains",1050546.1
"3918","Plains",748101.4
"3919","Plains",166016.4
"3920","Plains",111246.6
"3921","Plains",54769.8
"3922","Plains",136428.3
"3923","Plains",17098.4
"3924","Plains",119329.9
"3925","Plains",14749172
"3926","Plains",11368076
"3927","Plains",3381096
"3928","Plains",71227
"3929","Plains",65807
"3930","Southeast",3365533.1
"3931","Southeast",1219920.3
"3932","Southeast",85800.4
"3933","Southeast",2593.8
"3934","Southeast",1131526.1
"3935","Southeast",1327421.3
"3936","Southeast",578960.6
"3937","Southeast",479862.2
"3938","Southeast",255947.9
"3939","Southeast",223914.4
"3940","Southeast",268598.5
"3941","Southeast",230766.4
"3942","Southeast",37832
"3943","Southeast",37704
"3944","Southeast",13667
"3945","Southeast",961
"3946","Southeast",29
"3947","Southeast",12676
"3948","Southeast",14871
"3949","Southeast",6486
"3950","Southeast",5376
"3951","Southeast",3009
"3952","Southeast",3777300.8
"3953","Southeast",2784705
"3954","Southeast",590127.4
"3955","Southeast",396234.2
"3956","Southeast",193893.2
"3957","Southeast",402468.4
"3958","Southeast",13815.5
"3959","Southeast",388652.9
"3960","Southeast",55604036
"3961","Southeast",40667791
"3962","Southeast",14936245
"3963","Southeast",67932
"3964","Southeast",68474
"3965","Southwest",1931990
"3966","Southwest",524176.7
"3967","Southwest",41158.3
"3968","Southwest",3798
"3969","Southwest",479220.4
"3970","Southwest",612566.5
"3971","Southwest",240598.5
"3972","Southwest",217970.6
"3973","Southwest",122211.4
"3974","Southwest",95759.2
"3975","Southwest",153997.5
"3976","Southwest",107192.6
"3977","Southwest",46804.9
"3978","Southwest",42839
"3979","Southwest",11623
"3980","Southwest",913
"3981","Southwest",84
"3982","Southwest",10626
"3983","Southwest",13583
"3984","Southwest",5335
"3985","Southwest",4833
"3986","Southwest",3415
"3987","Southwest",2157985.8
"3988","Southwest",1501753.1
"3989","Southwest",293921.4
"3990","Southwest",192497.4
"3991","Southwest",101423.9
"3992","Southwest",362311.3
"3993","Southwest",9731.8
"3994","Southwest",352579.5
"3995","Southwest",28576511
"3996","Southwest",20693347
"3997","Southwest",7883164
"3998","Southwest",75516
"3999","Southwest",72572
"4000","Rocky Mountain",601117.7
"4001","Rocky Mountain",144507.4
"4002","Rocky Mountain",7955.2
"4003","Rocky Mountain",1382.6
"4004","Rocky Mountain",135169.6
"4005","Rocky Mountain",239384.5
"4006","Rocky Mountain",105595.2
"4007","Rocky Mountain",83485.8
"4008","Rocky Mountain",46109.7
"4009","Rocky Mountain",37376.1
"4010","Rocky Mountain",50303.5
"4011","Rocky Mountain",38185.9
"4012","Rocky Mountain",12117.6
"4013","Rocky Mountain",45582
"4014","Rocky Mountain",10958
"4015","Rocky Mountain",603
"4016","Rocky Mountain",105
"4017","Rocky Mountain",10250
"4018","Rocky Mountain",18152
"4019","Rocky Mountain",8007
"4020","Rocky Mountain",6331
"4021","Rocky Mountain",3814
"4022","Rocky Mountain",672776
"4023","Rocky Mountain",479432.5
"4024","Rocky Mountain",98577.5
"4025","Rocky Mountain",62972.3
"4026","Rocky Mountain",35605.3
"4027","Rocky Mountain",94766
"4028","Rocky Mountain",2121.4
"4029","Rocky Mountain",92644.6
"4030","Rocky Mountain",9143648
"4031","Rocky Mountain",6652266
"4032","Rocky Mountain",2491382
"4033","Rocky Mountain",73579
"4034","Rocky Mountain",72071
"4035","Far West",4767967.7
"4036","Far West",2965306.2
"4037","Far West",801083.6
"4038","Far West",69387.2
"4039","Far West",9977.7
"4040","Far West",721718.8
"4041","Far West",1001577.8
"4042","Far West",424238.9
"4043","Far West",365460.5
"4044","Far West",192634.4
"4045","Far West",172826.1
"4046","Far West",211878.4
"4047","Far West",157753.9
"4048","Far West",54124.4
"4049","Far West",57115560
"4050","Far West",83479
"4051","Far West",51918
"4052","Far West",14026
"4053","Far West",1215
"4054","Far West",175
"4055","Far West",12636
"4056","Far West",17536
"4057","Far West",7428
"4058","Far West",6399
"4059","Far West",3710
"4060","Far West",3339491.3
"4061","Far West",2464421.3
"4062","Far West",515212.6
"4063","Far West",348486.3
"4064","Far West",166726.3
"4065","Far West",359857.5
"4066","Far West",11977.5
"4067","Far West",347880
"4068","Far West",36747514
"4069","Far West",27627140
"4070","Far West",9120374
"4071","Far West",90877
"4072","Far West",89203
"4073","United States",4555385000
"4074","United States",4415019000
"4075","United States",1491218000
"4076","United States",1447965000
"4077","United States",43253000
"4078","United States",14493000
"4079","United States",14677000
"4080","United States",14083000
"4081","United States",2076151000
"4082","United States",1102358000
"4083","United States",954200000
"4084","United States",938191000
"4085","United States",16009000
"4086","United States",19593000
"4087","United States",343016000
"4088","United States",65134000
"4089","United States",69441000
"4090","United States",97391000
"4091","United States",111050000
"4092","United States",24458000
"4093","United States",86592000
"4094","United States",36434000
"4095","United States",36144000
"4096","United States",290000
"4097","United States",113000
"4098","United States",70000
"4099","United States",107000
"4100","United States",0
"4101","United States",229990000
"4102","United States",180524000
"4103","United States",11391000
"4104","United States",449000
"4105","United States",37626000
"4106","United States",97851000
"4107","United States",140359000
"4108","United States",76787000
"4109","United States",26636000
"4110","United States",14006000
"4111","United States",36145000
"4112","United States",63579000
"4113","United States",228809000
"4114","United States",27847000
"4115","United States",131521000
"4116","Alabama",71180345
"4117","Alabama",69061935
"4118","Alabama",25301114
"4119","Alabama",24887227
"4120","Alabama",413887
"4121","Alabama",257211
"4122","Alabama",138881
"4123","Alabama",17795
"4124","Alabama",27553481
"4125","Alabama",18434282
"4126","Alabama",8605157
"4127","Alabama",8301726
"4128","Alabama",303431
"4129","Alabama",514042
"4130","Alabama",5850510
"4131","Alabama",1164878
"4132","Alabama",1481031
"4133","Alabama",1869091
"4134","Alabama",1335510
"4135","Alabama",203164
"4136","Alabama",1132346
"4137","Alabama",106868
"4138","Alabama",105177
"4139","Alabama",1691
"4140","Alabama",250
"4141","Alabama",1254
"4142","Alabama",187
"4143","Alabama",5561763
"4144","Alabama",4558307
"4145","Alabama",202667
"4146","Alabama",6198
"4147","Alabama",794591
"4148","Alabama",1741951
"4149","Alabama",2946248
"4150","Alabama",1157759
"4151","Alabama",4e+05
"4152","Alabama",211624
"4153","Alabama",546135
"4154","Alabama",960651
"4155","Alabama",4885152
"4156","Alabama",516974
"4157","Alabama",2887147
"4158","Alaska *",11003833
"4159","Alaska *",10703764
"4160","Alaska *",2483228
"4161","Alaska *",2451631
"4162","Alaska *",31597
"4163","Alaska *",4449
"4164","Alaska *",26510
"4165","Alaska *",638
"4166","Alaska *",4695557
"4167","Alaska *",1670392
"4168","Alaska *",2855332
"4169","Alaska *",2851586
"4170","Alaska *",3746
"4171","Alaska *",169833
"4172","Alaska *",958662
"4173","Alaska *",181735
"4174","Alaska *",96499
"4175","Alaska *",266430
"4176","Alaska *",413998
"4177","Alaska *",34168
"4178","Alaska *",379830
"4179","Alaska *",58731
"4180","Alaska *",57818
"4181","Alaska *",913
"4182","Alaska *",749
"4183","Alaska *",69
"4184","Alaska *",95
"4185","Alaska *",0
"4186","Alaska *",1089438
"4187","Alaska *",650834
"4188","Alaska *",49303
"4189","Alaska *",839
"4190","Alaska *",388462
"4191","Alaska *",84801
"4192","Alaska *",1333347
"4193","Alaska *",164253
"4194","Alaska *",57122
"4195","Alaska *",29919
"4196","Alaska *",77212
"4197","Alaska *",135816
"4198","Alaska *",408198
"4199","Alaska *",49997
"4200","Alaska *",261702
"4201","Arizona",101837900
"4202","Arizona",98712578
"4203","Arizona",34264898
"4204","Arizona",33829989
"4205","Arizona",434909
"4206","Arizona",285295
"4207","Arizona",136089
"4208","Arizona",13525
"4209","Arizona",44145464
"4210","Arizona",23455899
"4211","Arizona",20214792
"4212","Arizona",19757868
"4213","Arizona",456924
"4214","Arizona",474773
"4215","Arizona",6107386
"4216","Arizona",924720
"4217","Arizona",1539053
"4218","Arizona",1906748
"4219","Arizona",1736865
"4220","Arizona",202878
"4221","Arizona",1533987
"4222","Arizona",379735
"4223","Arizona",376847
"4224","Arizona",2888
"4225","Arizona",1245
"4226","Arizona",1150
"4227","Arizona",493
"4228","Arizona",5720342
"4229","Arizona",4380277
"4230","Arizona",281836
"4231","Arizona",9641
"4232","Arizona",1048588
"4233","Arizona",5959015
"4234","Arizona",2135738
"4235","Arizona",1703758
"4236","Arizona",582431
"4237","Arizona",313160
"4238","Arizona",808167
"4239","Arizona",1421564
"4240","Arizona",4133907
"4241","Arizona",675755
"4242","Arizona",1919099
"4243","Arkansas",42517208
"4244","Arkansas",41238062
"4245","Arkansas",14977384
"4246","Arkansas",14635030
"4247","Arkansas",342354
"4248","Arkansas",270874
"4249","Arkansas",67538
"4250","Arkansas",3942
"4251","Arkansas",18927281
"4252","Arkansas",10601452
"4253","Arkansas",8131259
"4254","Arkansas",8010175
"4255","Arkansas",121084
"4256","Arkansas",194570
"4257","Arkansas",2694353
"4258","Arkansas",796156
"4259","Arkansas",852813
"4260","Arkansas",504050
"4261","Arkansas",541334
"4262","Arkansas",50316
"4263","Arkansas",491018
"4264","Arkansas",91793
"4265","Arkansas",89817
"4266","Arkansas",1976
"4267","Arkansas",260
"4268","Arkansas",1583
"4269","Arkansas",133
"4270","Arkansas",0
"4271","Arkansas",2796643
"4272","Arkansas",2221756
"4273","Arkansas",76218
"4274","Arkansas",3589
"4275","Arkansas",495080
"4276","Arkansas",881061
"4277","Arkansas",869547
"4278","Arkansas",703497
"4279","Arkansas",249426
"4280","Arkansas",126811
"4281","Arkansas",327260
"4282","Arkansas",575649
"4283","Arkansas",2021715
"4284","Arkansas",330596
"4285","Arkansas",838306
"4286","California",569880811
"4287","California",553598579
"4288","California",152542939
"4289","California",137684453
"4290","California",14858486
"4291","California",634097
"4292","California",1806690
"4293","California",12417699
"4294","California",297141998
"4295","California",124104431
"4296","California",171536863
"4297","California",167614071
"4298","California",3922792
"4299","California",1500704
"4300","California",53384974
"4301","California",10522931
"4302","California",6771482
"4303","California",13096368
"4304","California",22994193
"4305","California",5757000
"4306","California",17237193
"4307","California",6644731
"4308","California",6597004
"4309","California",47727
"4310","California",17741
"4311","California",4267
"4312","California",25719
"4313","California",18786387
"4314","California",14791812
"4315","California",1494581
"4316","California",42553
"4317","California",2457441
"4318","California",13727549
"4319","California",11370001
"4320","California",8895923
"4321","California",3069615
"4322","California",1627152
"4323","California",4199156
"4324","California",7386309
"4325","California",20664001
"4326","California",2983011
"4327","California",10909508
"4328","Colorado",67490487
"4329","Colorado",65010411
"4330","Colorado",22651364
"4331","Colorado",21908492
"4332","Colorado",742872
"4333","Colorado",248075
"4334","Colorado",476443
"4335","Colorado",18354
"4336","Colorado",30031605
"4337","Colorado",14941110
"4338","Colorado",14404322
"4339","Colorado",14137967
"4340","Colorado",266355
"4341","Colorado",686173
"4342","Colorado",3683709
"4343","Colorado",701944
"4344","Colorado",772018
"4345","Colorado",1262583
"4346","Colorado",947164
"4347","Colorado",364352
"4348","Colorado",582812
"4349","Colorado",776031
"4350","Colorado",766993
"4351","Colorado",9038
"4352","Colorado",3257
"4353","Colorado",789
"4354","Colorado",4992
"4355","Colorado",4739965
"4356","Colorado",3702680
"4357","Colorado",361523
"4358","Colorado",7718
"4359","Colorado",668044
"4360","Colorado",1902115
"4361","Colorado",1225622
"4362","Colorado",1362993
"4363","Colorado",481840
"4364","Colorado",246085
"4365","Colorado",635068
"4366","Colorado",1117083
"4367","Colorado",2288981
"4368","Colorado",361939
"4369","Colorado",1155024
"4370","Connecticut",50619683
"4371","Connecticut",49114813
"4372","Connecticut",17723118
"4373","Connecticut",17555421
"4374","Connecticut",167697
"4375","Connecticut",92104
"4376","Connecticut",69242
"4377","Connecticut",6351
"4378","Connecticut",24302162
"4379","Connecticut",12992917
"4380","Connecticut",11203183
"4381","Connecticut",11141716
"4382","Connecticut",61467
"4383","Connecticut",106062
"4384","Connecticut",2961822
"4385","Connecticut",680466
"4386","Connecticut",532940
"4387","Connecticut",918818
"4388","Connecticut",829598
"4389","Connecticut",217459
"4390","Connecticut",612139
"4391","Connecticut",629678
"4392","Connecticut",627541
"4393","Connecticut",2137
"4394","Connecticut",869
"4395","Connecticut",475
"4396","Connecticut",793
"4397","Connecticut",1238113
"4398","Connecticut",914952
"4399","Connecticut",91299
"4400","Connecticut",7574
"4401","Connecticut",224288
"4402","Connecticut",974342
"4403","Connecticut",1285578
"4404","Connecticut",821427
"4405","Connecticut",282328
"4406","Connecticut",150558
"4407","Connecticut",388541
"4408","Connecticut",683443
"4409","Connecticut",1916830
"4410","Connecticut",214757
"4411","Connecticut",1169133
"4412","Delaware",16105843
"4413","Delaware",15672150
"4414","Delaware",5973666
"4415","Delaware",5862769
"4416","Delaware",110897
"4417","Delaware",84208
"4418","Delaware",23898
"4419","Delaware",2791
"4420","Delaware",7276785
"4421","Delaware",3992278
"4422","Delaware",3210035
"4423","Delaware",3171056
"4424","Delaware",38979
"4425","Delaware",74472
"4426","Delaware",738830
"4427","Delaware",139071
"4428","Delaware",196227
"4429","Delaware",257772
"4430","Delaware",145760
"4431","Delaware",25457
"4432","Delaware",120303
"4433","Delaware",85697
"4434","Delaware",84916
"4435","Delaware",781
"4436","Delaware",138
"4437","Delaware",483
"4438","Delaware",160
"4439","Delaware",0
"4440","Delaware",673082
"4441","Delaware",554454
"4442","Delaware",28162
"4443","Delaware",1635
"4444","Delaware",88831
"4445","Delaware",596057
"4446","Delaware",328033
"4447","Delaware",236631
"4448","Delaware",81189
"4449","Delaware",43411
"4450","Delaware",112031
"4451","Delaware",197062
"4452","Delaware",593856
"4453","Delaware",82419
"4454","Delaware",315210
"4455","District of Columbia",9865637
"4456","District of Columbia",9586262
"4457","District of Columbia",1866087
"4458","District of Columbia",1817444
"4459","District of Columbia",48643
"4460","District of Columbia",9264
"4461","District of Columbia",38803
"4462","District of Columbia",576
"4463","District of Columbia",5910366
"4464","District of Columbia",1739669
"4465","District of Columbia",4154390
"4466","District of Columbia",4148502
"4467","District of Columbia",5888
"4468","District of Columbia",16307
"4469","District of Columbia",1137512
"4470","District of Columbia",204337
"4471","District of Columbia",127045
"4472","District of Columbia",331405
"4473","District of Columbia",474725
"4474","District of Columbia",343723
"4475","District of Columbia",131002
"4476","District of Columbia",94441
"4477","District of Columbia",91846
"4478","District of Columbia",2595
"4479","District of Columbia",2431
"4480","District of Columbia",64
"4481","District of Columbia",100
"4482","District of Columbia",254665
"4483","District of Columbia",195514
"4484","District of Columbia",29615
"4485","District of Columbia",561
"4486","District of Columbia",28975
"4487","District of Columbia",265010
"4488","District of Columbia",58181
"4489","District of Columbia",151967
"4490","District of Columbia",51468
"4491","District of Columbia",28067
"4492","District of Columbia",72432
"4493","District of Columbia",127408
"4494","District of Columbia",209948
"4495","District of Columbia",46515
"4496","District of Columbia",36388
"4497","Florida",329839576
"4498","Florida",320225929
"4499","Florida",112396168
"4500","Florida",111062270
"4501","Florida",1333898
"4502","Florida",840904
"4503","Florida",428763
"4504","Florida",64231
"4505","Florida",132271535
"4506","Florida",93333994
"4507","Florida",36851100
"4508","Florida",36384054
"4509","Florida",467046
"4510","Florida",2086441
"4511","Florida",21086571
"4512","Florida",4393520
"4513","Florida",5924649
"4514","Florida",6229042
"4515","Florida",4539360
"4516","Florida",627275
"4517","Florida",3912085
"4518","Florida",401100
"4519","Florida",398047
"4520","Florida",3053
"4521","Florida",612
"4522","Florida",1677
"4523","Florida",764
"4524","Florida",19762205
"4525","Florida",15647200
"4526","Florida",946866
"4527","Florida",33279
"4528","Florida",3134860
"4529","Florida",7028960
"4530","Florida",27279390
"4531","Florida",5226705
"4532","Florida",1766293
"4533","Florida",966412
"4534","Florida",2494000
"4535","Florida",4386942
"4536","Florida",35059742
"4537","Florida",2109238
"4538","Florida",27025855
"4539","Georgia",130867671
"4540","Georgia",126240191
"4541","Georgia",43216019
"4542","Georgia",42450759
"4543","Georgia",765260
"4544","Georgia",486476
"4545","Georgia",251515
"4546","Georgia",27269
"4547","Georgia",50149054
"4548","Georgia",32296695
"4549","Georgia",16790475
"4550","Georgia",16431550
"4551","Georgia",358925
"4552","Georgia",1061884
"4553","Georgia",11017582
"4554","Georgia",2029020
"4555","Georgia",3314581
"4556","Georgia",3160232
"4557","Georgia",2513749
"4558","Georgia",205960
"4559","Georgia",2307789
"4560","Georgia",379104
"4561","Georgia",374019
"4562","Georgia",5085
"4563","Georgia",1516
"4564","Georgia",2494
"4565","Georgia",1075
"4566","Georgia",10467456
"4567","Georgia",8609577
"4568","Georgia",490438
"4569","Georgia",11946
"4570","Georgia",1355495
"4571","Georgia",3220327
"4572","Georgia",7790649
"4573","Georgia",2533074
"4574","Georgia",881010
"4575","Georgia",461383
"4576","Georgia",1190681
"4577","Georgia",2094406
"4578","Georgia",12179031
"4579","Georgia",1189478
"4580","Georgia",7674972
"4581","Hawaii *",18073410
"4582","Hawaii *",17471299
"4583","Hawaii *",6622078
"4584","Hawaii *",6565752
"4585","Hawaii *",56326
"4586","Hawaii *",4505
"4587","Hawaii *",45956
"4588","Hawaii *",5865
"4589","Hawaii *",7330807
"4590","Hawaii *",4112599
"4591","Hawaii *",3028966
"4592","Hawaii *",2997987
"4593","Hawaii *",30979
"4594","Hawaii *",189242
"4595","Hawaii *",1533283
"4596","Hawaii *",181032
"4597","Hawaii *",218107
"4598","Hawaii *",775795
"4599","Hawaii *",358349
"4600","Hawaii *",58504
"4601","Hawaii *",299845
"4602","Hawaii *",168379
"4603","Hawaii *",165806
"4604","Hawaii *",2573
"4605","Hawaii *",1180
"4606","Hawaii *",0
"4607","Hawaii *",1393
"4608","Hawaii *",1439741
"4609","Hawaii *",1015473
"4610","Hawaii *",130708
"4611","Hawaii *",4554
"4612","Hawaii *",289006
"4613","Hawaii *",212264
"4614","Hawaii *",164747
"4615","Hawaii *",332759
"4616","Hawaii *",120295
"4617","Hawaii *",59336
"4618","Hawaii *",153128
"4619","Hawaii *",269352
"4620","Hawaii *",464517
"4621","Hawaii *",98963
"4622","Hawaii *",147447
"4623","Idaho",23281620
"4624","Idaho",22458017
"4625","Idaho",8961661
"4626","Idaho",8639005
"4627","Idaho",322656
"4628","Idaho",131349
"4629","Idaho",188879
"4630","Idaho",2428
"4631","Idaho",9717769
"4632","Idaho",5394303
"4633","Idaho",4192781
"4634","Idaho",4075849
"4635","Idaho",116932
"4636","Idaho",130685
"4637","Idaho",1162475
"4638","Idaho",243140
"4639","Idaho",300907
"4640","Idaho",249596
"4641","Idaho",368832
"4642","Idaho",26347
"4643","Idaho",342485
"4644","Idaho",116076
"4645","Idaho",113469
"4646","Idaho",2607
"4647","Idaho",1885
"4648","Idaho",490
"4649","Idaho",232
"4650","Idaho",1571054
"4651","Idaho",1159315
"4652","Idaho",58373
"4653","Idaho",2459
"4654","Idaho",350907
"4655","Idaho",374488
"4656","Idaho",554494
"4657","Idaho",449595
"4658","Idaho",154579
"4659","Idaho",82391
"4660","Idaho",212625
"4661","Idaho",374008
"4662","Idaho",991465
"4663","Idaho",162706
"4664","Idaho",527852
"4665","Illinois",162796906
"4666","Illinois",157547002
"4667","Illinois",52993904
"4668","Illinois",51843849
"4669","Illinois",1150055
"4670","Illinois",855762
"4671","Illinois",252021
"4672","Illinois",42272
"4673","Illinois",74050345
"4674","Illinois",39445731
"4675","Illinois",34292222
"4676","Illinois",34156789
"4677","Illinois",135433
"4678","Illinois",312392
"4679","Illinois",17055255
"4680","Illinois",2090626
"4681","Illinois",2444535
"4682","Illinois",4802233
"4683","Illinois",7717861
"4684","Illinois",1388488
"4685","Illinois",6329373
"4686","Illinois",2434217
"4687","Illinois",2418412
"4688","Illinois",15805
"4689","Illinois",6288
"4690","Illinois",6113
"4691","Illinois",3404
"4692","Illinois",5146708
"4693","Illinois",3963309
"4694","Illinois",238248
"4695","Illinois",17795
"4696","Illinois",927356
"4697","Illinois",3097439
"4698","Illinois",2769134
"4699","Illinois",2869878
"4700","Illinois",992518
"4701","Illinois",524303
"4702","Illinois",1353057
"4703","Illinois",2380026
"4704","Illinois",6040731
"4705","Illinois",966717
"4706","Illinois",2629479
"4707","Indiana",91025856
"4708","Indiana",88169805
"4709","Indiana",32587286
"4710","Indiana",32059176
"4711","Indiana",528110
"4712","Indiana",414478
"4713","Indiana",76819
"4714","Indiana",36813
"4715","Indiana",42444971
"4716","Indiana",22884921
"4717","Indiana",19328131
"4718","Indiana",19211488
"4719","Indiana",116643
"4720","Indiana",231919
"4721","Indiana",5605446
"4722","Indiana",1036162
"4723","Indiana",1368568
"4724","Indiana",1347982
"4725","Indiana",1852734
"4726","Indiana",172564
"4727","Indiana",1680170
"4728","Indiana",270854
"4729","Indiana",267105
"4730","Indiana",3749
"4731","Indiana",578
"4732","Indiana",2798
"4733","Indiana",373
"4734","Indiana",3601330
"4735","Indiana",2734939
"4736","Indiana",122570
"4737","Indiana",6964
"4738","Indiana",736857
"4739","Indiana",1950728
"4740","Indiana",1709190
"4741","Indiana",1563323
"4742","Indiana",543621
"4743","Indiana",284779
"4744","Indiana",734923
"4745","Indiana",1292728
"4746","Indiana",3579592
"4747","Indiana",571669
"4748","Indiana",1639355
"4749","Iowa",42365808
"4750","Iowa",41022250
"4751","Iowa",15532478
"4752","Iowa",15252868
"4753","Iowa",279610
"4754","Iowa",248273
"4755","Iowa",28624
"4756","Iowa",2713
"4757","Iowa",19658308
"4758","Iowa",10166997
"4759","Iowa",9395061
"4760","Iowa",9256830
"4761","Iowa",138231
"4762","Iowa",96250
"4763","Iowa",2273311
"4764","Iowa",423264
"4765","Iowa",489754
"4766","Iowa",502553
"4767","Iowa",857740
"4768","Iowa",87035
"4769","Iowa",770705
"4770","Iowa",326704
"4771","Iowa",325176
"4772","Iowa",1528
"4773","Iowa",477
"4774","Iowa",890
"4775","Iowa",161
"4776","Iowa",1777194
"4777","Iowa",1295564
"4778","Iowa",58983
"4779","Iowa",6220
"4780","Iowa",416427
"4781","Iowa",695062
"4782","Iowa",759193
"4783","Iowa",741484
"4784","Iowa",266569
"4785","Iowa",132633
"4786","Iowa",342282
"4787","Iowa",602074
"4788","Iowa",1445378
"4789","Iowa",230123
"4790","Iowa",725501
"4791","Kansas",35596005
"4792","Kansas",34374143
"4793","Kansas",13786654
"4794","Kansas",13368540
"4795","Kansas",418114
"4796","Kansas",383707
"4797","Kansas",27677
"4798","Kansas",6730
"4799","Kansas",14884006
"4800","Kansas",9182175
"4801","Kansas",5447732
"4802","Kansas",5302430
"4803","Kansas",145302
"4804","Kansas",254099
"4805","Kansas",1839122
"4806","Kansas",375837
"4807","Kansas",498994
"4808","Kansas",425275
"4809","Kansas",539016
"4810","Kansas",144566
"4811","Kansas",394450
"4812","Kansas",171978
"4813","Kansas",169859
"4814","Kansas",2119
"4815","Kansas",491
"4816","Kansas",1174
"4817","Kansas",454
"4818","Kansas",1950098
"4819","Kansas",1482851
"4820","Kansas",88353
"4821","Kansas",3674
"4822","Kansas",375220
"4823","Kansas",563268
"4824","Kansas",1179017
"4825","Kansas",669129
"4826","Kansas",233134
"4827","Kansas",121763
"4828","Kansas",314232
"4829","Kansas",552733
"4830","Kansas",1880552
"4831","Kansas",237638
"4832","Kansas",1143920
"4833","Kentucky",69750643
"4834","Kentucky",67831882
"4835","Kentucky",21708311
"4836","Kentucky",21073653
"4837","Kentucky",634658
"4838","Kentucky",352368
"4839","Kentucky",227801
"4840","Kentucky",54489
"4841","Kentucky",35636013
"4842","Kentucky",15973561
"4843","Kentucky",19344398
"4844","Kentucky",19321168
"4845","Kentucky",23230
"4846","Kentucky",318054
"4847","Kentucky",4644316
"4848","Kentucky",1294001
"4849","Kentucky",1052865
"4850","Kentucky",1150899
"4851","Kentucky",1146551
"4852","Kentucky",214236
"4853","Kentucky",932315
"4854","Kentucky",193959
"4855","Kentucky",191333
"4856","Kentucky",2626
"4857","Kentucky",447
"4858","Kentucky",1368
"4859","Kentucky",811
"4860","Kentucky",3253245
"4861","Kentucky",2482284
"4862","Kentucky",111089
"4863","Kentucky",5003
"4864","Kentucky",654869
"4865","Kentucky",1852802
"4866","Kentucky",543236
"4867","Kentucky",1062535
"4868","Kentucky",387145
"4869","Kentucky",188621
"4870","Kentucky",486769
"4871","Kentucky",856226
"4872","Kentucky",1956494
"4873","Kentucky",406671
"4874","Kentucky",496958
"4875","Louisiana",68054249
"4876","Louisiana",66153413
"4877","Louisiana",19438642
"4878","Louisiana",19076130
"4879","Louisiana",362512
"4880","Louisiana",201543
"4881","Louisiana",156455
"4882","Louisiana",4514
"4883","Louisiana",33693352
"4884","Louisiana",16770028
"4885","Louisiana",16651664
"4886","Louisiana",16554670
"4887","Louisiana",96994
"4888","Louisiana",271660
"4889","Louisiana",5989629
"4890","Louisiana",1316827
"4891","Louisiana",1637652
"4892","Louisiana",2082605
"4893","Louisiana",952545
"4894","Louisiana",166403
"4895","Louisiana",786142
"4896","Louisiana",153926
"4897","Louisiana",151868
"4898","Louisiana",2058
"4899","Louisiana",345
"4900","Louisiana",1587
"4901","Louisiana",126
"4902","Louisiana",3543923
"4903","Louisiana",2700708
"4904","Louisiana",119015
"4905","Louisiana",5343
"4906","Louisiana",718857
"4907","Louisiana",1636297
"4908","Louisiana",1697644
"4909","Louisiana",1043332
"4910","Louisiana",366934
"4911","Louisiana",188902
"4912","Louisiana",487496
"4913","Louisiana",857504
"4914","Louisiana",3805375
"4915","Louisiana",524743
"4916","Louisiana",1642980
"4917","Maine",22195144
"4918","Maine",21600246
"4919","Maine",7796830
"4920","Maine",7701255
"4921","Maine",95575
"4922","Maine",53075
"4923","Maine",39472
"4924","Maine",3028
"4925","Maine",10288553
"4926","Maine",5403633
"4927","Maine",4846343
"4928","Maine",4769995
"4929","Maine",76348
"4930","Maine",38577
"4931","Maine",1197335
"4932","Maine",300583
"4933","Maine",193698
"4934","Maine",365733
"4935","Maine",337321
"4936","Maine",146808
"4937","Maine",190513
"4938","Maine",120534
"4939","Maine",119651
"4940","Maine",883
"4941","Maine",490
"4942","Maine",205
"4943","Maine",188
"4944","Maine",1375358
"4945","Maine",1050586
"4946","Maine",39910
"4947","Maine",2672
"4948","Maine",282190
"4949","Maine",385698
"4950","Maine",435938
"4951","Maine",333777
"4952","Maine",127805
"4953","Maine",57523
"4954","Maine",148449
"4955","Maine",261121
"4956","Maine",684788
"4957","Maine",78825
"4958","Maine",412265
